Time,Mean Speed,Mean Volume,After,Frq Cong After,405es02744:_MN___1 good days,405es02744:_MN___2 good days,,,,Before,Time,Mean Speed,Mean Volume,Before,Frq Cong Before,405es02744:_MN___1 good days,405es02744:_MN___2 good days
17:40,27.90976457,271.1395349,1626.837209,90.69767442,86,86,,,,,17:40:00,31.56795014,284.0795455,1704.477273,87.5,88,88
17:45,27.78338277,267.7674419,1606.604651,90.69767442,86,86,,,,,17:45:00,32.81012796,281.3295455,1687.977273,81.81818182,88,88
17:50,27.77195816,265.0930233,1590.55814,90.69767442,86,86,,,,,17:50:00,32.5369006,278.7727273,1672.636364,81.81818182,88,88
17:55,28.58284914,263.7325581,1582.395349,88.37209302,86,86,,,,,17:55:00,33.17541934,277.5568182,1665.340909,80.68181818,88,88
18:00,29.06240211,263.7906977,1582.744186,87.20930233,86,86,,,,,18:00:00,32.92309671,274.6590909,1647.954545,81.81818182,88,88
18:05,29.5897605,263.0116279,1578.069767,86.04651163,86,86,,,,,18:05:00,34.09331881,278.7954545,1672.772727,77.27272727,88,88
18:10,28.68824905,261.0348837,1566.209302,84.88372093,86,86,,,,,18:10:00,34.53348868,277.5681818,1665.409091,71.59090909,88,88
18:15,29.19571066,263.4186047,1580.511628,84.88372093,86,86,,,,,18:15:00,36.11346309,275.875,1655.25,65.90909091,88,88
18:20,30.49714166,265.3837209,1592.302326,82.55813953,86,86,,,,,18:20:00,37.02686959,273.7727273,1642.636364,61.36363636,88,88
18:25,31.02063121,261.7209302,1570.325581,80.23255814,86,86,,,,,18:25:00,38.45021078,275.8863636,1655.318182,56.81818182,88,88
18:30,31.91705432,261.6046512,1569.627907,76.74418605,86,86,,,,,18:30:00,39.82580219,269.875,1619.25,50,88,88
18:35,33.28764522,262.6976744,1576.186047,76.74418605,86,86,,,,,18:35:00,41.34563865,268.375,1610.25,40.90909091,88,88
18:40,32.72261989,258.9302326,1553.581395,70.93023256,86,86,,,,,18:40:00,42.66673806,262.3863636,1574.318182,34.09090909,88,88
18:45,34.82880016,259.127907,1554.767442,70.93023256,86,86,,,,,18:45:00,44.57525607,256.6590909,1539.954545,27.27272727,88,88
18:50,36.73621769,255.0581395,1530.348837,63.95348837,86,86,,,,,18:50:00,48.29028837,245.4772727,1472.863636,20.45454545,88,88
18:55,39.40503867,248.8139535,1492.883721,50,86,86,,,,,18:55:00,51.15303371,240.1704545,1441.022727,12.5,88,88
19:00,42.96762423,245.8488372,1475.093023,45.34883721,86,86,,,,,19:00:00,54.17196826,229.1590909,1374.954545,6.818181818,88,88
19:05,44.14485837,242.5348837,1455.209302,37.20930233,86,86,,,,,19:05:00,53.66523026,228.5113636,1371.068182,2.272727273,88,88
19:10,44.0005821,249.755814,1498.534884,31.39534884,86,86,,,,,19:10:00,53.27680145,230.7727273,1384.636364,3.409090909,88,88
19:15,47.38362856,243.6511628,1461.906977,22.09302326,86,86,,,,,19:15:00,56.93558957,221.75,1330.5,2.272727273,88,88
19:20,51.31841893,240.1860465,1441.116279,18.60465116,86,86,,,,,19:20:00,57.04606012,215.7272727,1294.363636,2.272727273,88,88
19:25,51.90477897,235.7093023,1414.255814,15.11627907,86,86,,,,,19:25:00,57.8610483,207.9431818,1247.659091,2.272727273,88,88
19:30,54.09261343,225.8352941,1355.011765,11.76470588,85,85,,,,,19:30:00,58.18765967,198.9431818,1193.659091,2.272727273,88,88
19:35,54.49735614,229.5411765,1377.247059,8.235294118,85,85,,,,,19:35:00,58.4178542,193.1477273,1158.886364,2.272727273,88,88
19:40,56.6225063,218.5176471,1311.105882,3.529411765,85,85,,,,,19:40:00,58.59557147,193.5681818,1161.409091,1.136363636,88,88
19:45,58.43512235,214.2588235,1285.552941,2.352941176,85,85,,,,,19:45:00,59.41440616,182.8636364,1097.181818,1.136363636,88,88
19:50,58.9012832,208.9882353,1253.929412,0,85,85,,,,,19:50:00,59.42722681,179.7386364,1078.431818,1.136363636,88,88
19:55,59.50509557,204.2941176,1225.764706,0,85,85,,,,,19:55:00,59.43138367,177.875,1067.25,0,88,88
20:00,58.91648716,199.7882353,1198.729412,1.176470588,85,85,,,,,20:00:00,59.31672377,172.7727273,1036.636364,1.136363636,88,88
20:05,59.80300155,196.6470588,1179.882353,0,85,85,,,,,20:05:00,59.83124152,175.0568182,1050.340909,0,88,88
20:10,59.41647119,200.0352941,1200.211765,0,85,85,,,,,20:10:00,60,171.1704545,1027.022727,0,88,88
20:15,59.57164105,197.8588235,1187.152941,0,85,85,,,,,20:15:00,60,167.5454545,1005.272727,0,88,88
20:20,59.93728542,193.4823529,1160.894118,0,85,85,,,,,20:20:00,60,165.0795455,990.4772727,0,88,88
20:25,59.86692382,188.6588235,1131.952941,0,85,85,,,,,20:25:00,60,157.8977273,947.3863636,0,88,88
20:30,59.89375285,177.6588235,1065.952941,0,85,85,,,,,20:30:00,60,155.5681818,933.4090909,0,88,88
20:35,59.72600619,178.3411765,1070.047059,0,85,85,,,,,20:35:00,60,153.4772727,920.8636364,0,88,88
20:40,59.66138513,178.5,1071,1.162790698,86,86,,,,,20:40:00,60,150.875,905.25,0,88,88
20:45,59.71251303,175.2209302,1051.325581,0,86,86,,,,,20:45:00,60,150.6590909,903.9545455,0,88,88
20:50,60,168.872093,1013.232558,0,86,86,,,,,20:50:00,59.90271419,150.3295455,901.9772727,0,88,88
20:55,59.91860465,165.9186047,995.5116279,0,86,86,,,,,20:55:00,59.91237196,144.7272727,868.3636364,0,88,88
21:00,60,161.3953488,968.372093,0,86,86,,,,,21:00:00,59.7825184,143.7045455,862.2272727,1.136363636,88,88
21:05,59.90486258,166.127907,996.7674419,0,86,86,,,,,21:05:00,59.74575085,150.25,901.5,0,88,88
21:10,59.83836385,168.244186,1009.465116,0,86,86,,,,,21:10:00,59.90363943,153.5,921,0,88,88
21:15,59.86288918,168.8837209,1013.302326,0,86,86,,,,,21:15:00,59.88636364,148.6022727,891.6136364,0,88,88
21:20,59.93427705,165.9534884,995.7209302,0,86,86,,,,,21:20:00,59.89908412,146.6136364,879.6818182,0,88,88
21:25,60,160.1395349,960.8372093,0,86,86,,,,,21:25:00,59.8313783,141.7613636,850.5681818,0,88,88
21:30,59.92950009,160.6976744,964.1860465,0,86,86,,,,,21:30:00,59.90610741,140.6931818,844.1590909,0,88,88
21:35,59.91508251,153.2209302,919.3255814,0,86,86,,,,,21:35:00,59.93801653,135.8181818,814.9090909,0,88,88
21:40,60,150.2674419,901.6046512,0,86,86,,,,,21:40:00,59.93970315,130.4090909,782.4545455,0,88,88
21:45,59.91231414,148.8953488,893.372093,0,86,86,,,,,21:45:00,60,129.3636364,776.1818182,0,88,88
21:50,60,140.8372093,845.0232558,0,86,86,,,,,21:50:00,60,124.1931818,745.1590909,0,88,88
21:55,60,135.8372093,815.0232558,0,86,86,,,,,21:55:00,60,120.5568182,723.3409091,0,88,88
22:00,60,130.3953488,782.372093,0,86,86,,,,,22:00:00,60,115.3295455,691.9772727,0,88,88
22:05,60,131.627907,789.7674419,0,86,86,,,,,22:05:00,60,117.5681818,705.4090909,0,88,88
22:10,60,136.5697674,819.4186047,0,86,86,,,,,22:10:00,60,117.9772727,707.8636364,0,88,88
22:15,60,135.7790698,814.6744186,0,86,86,,,,,22:15:00,60,114.6477273,687.8863636,0,88,88
22:20,60,130.9302326,785.5813953,0,86,86,,,,,22:20:00,59.39175932,113.125,678.75,1.136363636,88,88
22:25,60,122.6395349,735.8372093,0,86,86,,,,,22:25:00,59.44882216,106.2840909,637.7045455,0,88,88
22:30,60,116.8139535,700.8837209,0,86,86,,,,,22:30:00,60,100.8295455,604.9772727,0,88,88
22:35,60,111.2906977,667.744186,0,86,86,,,,,22:35:00,60,97.20454545,583.2272727,0,88,88
22:40,60,106.8604651,641.1627907,0,86,86,,,,,22:40:00,60,93.28409091,559.7045455,0,88,88
22:45,60,99.56976744,597.4186047,0,86,86,,,,,22:45:00,60,89.27272727,535.6363636,0,88,88
22:50,60,97.58139535,585.4883721,0,86,86,,,,,22:50:00,60,84.13636364,504.8181818,0,88,88
22:55,60,88.75581395,532.5348837,0,86,86,,,,,22:55:00,60,75.625,453.75,0,88,88
23:00,59.41072132,83.53488372,501.2093023,0,86,86,,,,,23:00:00,60,75.52272727,453.1363636,0,88,88
23:05,60,91.02325581,546.1395349,0,86,86,,,,,23:05:00,60,81.77272727,490.6363636,0,88,88
23:10,60,90.20930233,541.255814,0,86,86,,,,,23:10:00,60,79.68181818,478.0909091,0,88,88
23:15,60,83.29069767,499.744186,0,86,86,,,,,23:15:00,60,73.61363636,441.6818182,0,88,88
23:20,60,75.5,453,0,86,86,,,,,23:20:00,60,67.75,406.5,0,88,88
23:25,60,72.8372093,437.0232558,0,86,86,,,,,23:25:00,60,63.125,378.75,0,88,88
23:30,60,70.95348837,425.7209302,0,86,86,,,,,23:30:00,60,62.94318182,377.6590909,0,88,88
23:35,60,67.97674419,407.8604651,0,86,86,,,,,23:35:00,60,61.23863636,367.4318182,0,88,88
23:40,60,66.96511628,401.7906977,0,86,86,,,,,23:40:00,60,61.98863636,371.9318182,0,88,88
23:45,60,61.6744186,370.0465116,0,86,86,,,,,23:45:00,60,56.14772727,336.8863636,0,88,88
23:50,60,60.87209302,365.2325581,0,86,86,,,,,23:50:00,60,49.95454545,299.7272727,0,88,88
23:55,60,61.63953488,369.8372093,0,86,86,,,,,23:55:00,60,51.39772727,308.3863636,0,88,88
Total AM Peak Volume,12877.18605,After,,,,,,,,,Total AM Peak Volume,12657.53409,,,,,
Total PM Peak Volume,19399.92367,,,,,,,,,,Total PM Peak Volume,20018.96591,,,,,
Total 24 Hour Volume,53686.18495,,,,,,,,,,Total 24 Hour Volume,52689.22727,,,,,
,,,,,,,,,,,,,,,,,
Total AM Peak Volume,12657.53409,Before,,,,,,,,,,,,,,,
Total PM Peak Volume,20018.96591,,,,,,,,,,,,,,,,
Total 24 Hour Volume,52689.22727,,,,,,,,,,,,,,,,
