Time,Mean Speed,Mean Volume,After,% Congested (19%),405es02616:_MS___1 good days,405es02616:_MS___2 good days,,,,,Time,Mean Speed,Mean Volume,Before,Before % Congested (19%),405es02616:_MS___1 good days,405es02616:_MS___2 good days
16:40:00,46.72206177,276.255814,1657.534884,25.58139535,86,86,,,,,16:40:00,51.95870653,275.0795455,1650.477273,17.04545455,88,88
16:45:00,47.24975222,271.627907,1629.767442,25.58139535,86,86,,,,,16:45:00,50.95387247,275.5227273,1653.136364,19.31818182,88,88
16:50:00,48.4006789,273.9534884,1643.72093,25.58139535,86,86,,,,,16:50:00,51.67702263,273.3863636,1640.318182,18.18181818,88,88
16:55:00,49.74444608,271.8470588,1631.082353,17.64705882,85,85,,,,,16:55:00,52.02886888,272.0909091,1632.545455,18.18181818,88,88
17:00:00,48.01001083,268.3411765,1610.047059,22.35294118,85,85,,,,,17:00:00,53.4036924,271.1931818,1627.159091,12.5,88,88
17:05:00,47.55609191,267.4941176,1604.964706,24.70588235,85,85,,,,,17:05:00,53.62753792,275.9886364,1655.931818,12.5,88,88
17:10:00,49.4265295,277.3647059,1664.188235,16.47058824,85,85,,,,,17:10:00,53.66392587,279.7840909,1678.704545,11.36363636,88,88
17:15:00,46.21855717,272.1647059,1632.988235,23.52941176,85,85,,,,,17:15:00,53.7753099,278.5227273,1671.136364,12.5,88,88
17:20:00,47.73773701,277.8235294,1666.941176,20,85,85,,,,,17:20:00,52.32420836,277.1704545,1663.022727,13.63636364,88,88
17:25:00,46.72016187,276.5058824,1659.035294,23.52941176,85,85,,,,,17:25:00,53.83736251,277.3636364,1664.181818,11.36363636,88,88
17:30:00,46.72759653,272.5529412,1635.317647,23.52941176,85,85,,,,,17:30:00,52.95727279,269.6704545,1618.022727,13.63636364,88,88
17:35:00,48.16285021,271.0588235,1626.352941,17.64705882,85,85,,,,,17:35:00,53.32056861,270.6022727,1623.613636,13.63636364,88,88
17:40:00,48.16299034,274.9069767,1649.44186,19.76744186,86,86,,,,,17:40:00,53.3734276,268,1608,12.5,88,88
17:45:00,49.06456094,265.6976744,1594.186047,19.76744186,86,86,,,,,17:45:00,54.37902296,263.0909091,1578.545455,11.36363636,88,88
17:50:00,48.87645067,260.9534884,1565.72093,20.93023256,86,86,,,,,17:50:00,55.00889575,252.7954545,1516.772727,10.22727273,88,88
17:55:00,52.47291808,260.6511628,1563.906977,9.302325581,86,86,,,,,17:55:00,54.90772382,247.125,1482.75,10.22727273,88,88
18:00:00,54.3102468,249.9069767,1499.44186,8.139534884,86,86,,,,,18:00:00,56.55098384,238.125,1428.75,7.954545455,88,88
18:05:00,56.42973847,246.4069767,1478.44186,4.651162791,86,86,,,,,18:05:00,56.58961396,241.5795455,1449.477273,7.954545455,88,88
18:10:00,57.38402458,256.4883721,1538.930233,4.651162791,86,86,,,,,18:10:00,57.12044025,238.8409091,1433.045455,6.818181818,88,88
18:15:00,58.42384117,256.0930233,1536.55814,2.325581395,86,86,,,,,18:15:00,57.8095234,238.6022727,1431.613636,5.681818182,88,88
18:20:00,57.97078909,251.8372093,1511.023256,5.813953488,86,86,,,,,18:20:00,58.38900654,241,1446,3.409090909,88,88
18:25:00,57.82182089,249.7325581,1498.395349,3.488372093,86,86,,,,,18:25:00,58.3190529,232.5568182,1395.340909,2.272727273,88,88
18:30:00,57.50972731,245.627907,1473.767442,6.976744186,86,86,,,,,18:30:00,58.47661626,225.7840909,1354.704545,3.409090909,88,88
18:35:00,58.1713834,238.8604651,1433.162791,2.325581395,86,86,,,,,18:35:00,58.9347244,224.8522727,1349.113636,2.272727273,88,88
