Time,Avg. TTS,Avg. Speed,# Good Days,Min. Speed,Max Speed,% cong (45.0),% cong (36.0),95 %ile,90 %ile,85 %ile Old,80 %ile,75 %ile,70 %ile,65 %ile,60 %ile,55 %ile,50 %ile,45 %ile,40 %ile,35 %ile,30 %ile,25 %ile,20 %ile,15 %ile,10 %ile,5 %ile
1:05:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:10:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:15:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:20:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:25:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:30:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:35:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:40:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:45:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:50:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
1:55:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:00:00,205.8,60,86,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:05:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:10:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:15:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:20:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:25:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:30:00,206.7270588,59.67759533,85,41.11821086,60,1%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:35:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:40:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:45:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:50:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
2:55:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:00:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:05:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:10:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:15:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:20:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:25:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:30:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:35:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:40:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:45:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:50:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
3:55:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:00:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:05:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:10:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:15:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:20:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:25:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:30:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:35:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:40:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:45:00,206.1364706,59.88258317,85,51.42857143,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:50:00,206.6011765,59.72117018,85,42.95369212,60,1%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
4:55:00,206.5482353,59.73951507,85,43.7755102,60,1%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:00:00,206.1376471,59.88217343,85,51.40289566,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:05:00,205.8,60,85,60,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:10:00,205.88,59.97204101,85,57.71300448,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:15:00,206.0635294,59.90799814,85,57.87521079,60,0%,0,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:20:00,209.2517647,58.81688778,85,52.82709082,60,0%,0,220.5,217.25,214.25,211.2,210.625,209.9,209.65,209.1,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
5:25:00,213.9376471,57.28349163,85,52.96296296,60,0%,0,224,222.55,221.075,218.5,217.525,216.2,215.375,214.9,214.425,213.75,213.45,212.3,210.75,210,209.475,205.8,205.8,205.8,205.8
5:30:00,218.1741176,55.96439397,85,45.67879326,60,0%,0,229.45,227.45,224.55,222.2,220.7,220.1,219.45,218.6,217.75,217.6,217.45,216.5,215.8,215.05,214.45,213.9,211.95,205.8,205.8
5:35:00,235.5023529,51.14694314,85,33.96898713,60,14%,0.035294118,284.65,270.05,258.625,246.2,243.6,237.6,232.325,230,229.525,227.15,225.925,223.1,222.2,221,219.25,217.6,215.225,213,205.8
5:40:00,277.1611765,42.37714086,85,23.82781763,60,53%,0.176470588,384.75,373.05,334.175,317.8,302.975,293.5,289.125,279.9,269.825,267.65,262.675,254.7,243.6,234.3,226.6,219.8,218.15,210.85,205.8
5:45:00,326.5505882,35.21798968,85,18.28774423,60,74%,0.517647059,472.275,423.35,399.675,388.2,374.6,363.2,359.425,342.5,330.225,320.75,316.4,302.9,292.65,274.6,260.075,230.7,216.825,208.15,205.8
5:50:00,346.9070588,32.92538403,85,19.64135826,60,78%,0.576470588,525.1,483.7,475.075,430.9,415.475,395.3,381.625,366.5,347.275,338.65,330.375,319.2,293.5,284.65,275.65,223.2,211.85,205.8,205.8
5:55:00,368.3764706,30.81006865,85,15.89624826,60,76%,0.658823529,565.375,545.75,509.375,476.5,429.8,408.5,390.625,387.8,378.975,362.25,348.875,330.9,312,302.55,283.825,226.5,208.125,205.8,205.8
6:00:00,395.7941176,28.47391453,85,14.4749051,60,78%,0.717647059,614.85,590.25,557.025,511.7,465.45,455.3,441.6,415.2,396.7,385.65,378.4,367.9,339.2,324.65,305.9,225.7,210.65,205.8,205.8
6:05:00,430.1164706,26.00548541,85,9.767574234,60,76%,0.752941176,633.175,616.9,568.525,551.5,530.775,510.4,481.975,460.5,444.7,430.4,420.8,410.2,383.75,356.6,337.1,226.2,211.875,205.8,205.8
6:10:00,463.2317647,23.99822309,85,8.091795033,60,80%,0.764705882,740.05,681.5,603.675,574,554.475,537.85,521.7,492.9,477.6,466.9,455.675,441.7,402.7,386.7,372.9,244.2,212.075,205.8,205.8
6:15:00,470.0705882,23.62169019,85,9.142248269,60,79%,0.776470588,761.45,720.85,638,589.3,577,561.35,535.175,499.7,491.2,478.25,463.85,426.4,394.05,376.3,353.75,221.4,214.375,205.8,205.8
6:20:00,488.3070588,22.67306751,85,9.301653266,60,78%,0.752941176,802.5,737.25,690.75,641.6,613.1,579.05,556.875,541.3,509.675,494.05,467.75,447.7,415.75,363.25,324.675,230.1,205.8,205.8,205.8
6:25:00,519.9870588,21.19447155,85,9.384741591,60,80%,0.741176471,849.65,837.15,766.15,711.2,696.225,643.7,616.275,575.5,540.35,519.55,492.575,451.3,425.875,394.6,307.5,226.2,207.125,205.8,205.8
6:30:00,527.2870588,20.88069402,85,10.54269916,60,78%,0.729411765,937.15,852.55,812.175,742.3,702.5,671.95,654.275,568.4,546.525,506.55,477.45,452.9,381.65,348.1,303.75,230.3,205.8,205.8,205.8
6:35:00,546.3352941,20.10406258,85,8.949152542,60,79%,0.741176471,928.65,864.15,849.275,799.7,773.275,740.4,693.1,617.3,547.975,510.4,454.75,435.4,404.725,339.45,313.7,230.4,211.075,205.8,205.8
6:40:00,531.1647059,20.71776905,85,8.648467031,60,75%,0.729411765,991.9,875.4,796.8,737.1,706.3,683.5,650.6,621.9,557.275,499.15,471.075,443.2,378.55,348.7,261.925,218.5,205.8,205.8,205.8
6:45:00,531.8247059,20.69029105,85,7.996272134,60,74%,0.682352941,1013.675,886.15,816.65,766.5,712.475,684.7,625.4,599.3,555.725,518.4,438.575,407.5,350.9,291.7,256.95,211.6,205.8,205.8,205.8
6:50:00,506.6152941,21.79438331,85,7.746012639,60,68%,0.647058824,1011.55,924.45,783.7,740.1,672.45,641.6,602.4,545,525.65,464.3,399.6,367.1,294.3,246.5,222.925,205.8,205.8,205.8,205.8
6:55:00,485.1552941,22.83153149,85,6.225662112,60,69%,0.611764706,940.5,869.15,798.225,727,630.25,590.7,570.4,527,493.875,423.3,363.025,322.4,277.2,244.15,208.875,205.8,205.8,205.8,205.8
7:00:00,465.5623529,23.86856417,85,7.1208244,60,65%,0.611764706,939.175,875.15,729.05,660.8,613.65,575.1,513.75,470.9,447.925,388.15,354.95,330.7,240.9,216.85,205.8,205.8,205.8,205.8,205.8
7:05:00,435.5070588,25.65616471,85,6.345762712,60,62%,0.576470588,887.8,794.2,703.425,597.3,544.525,508.25,443.6,413,397.05,380.75,337.55,279.9,231.275,216.35,211.125,205.8,205.8,205.8,205.8
7:10:00,422.0423529,26.54686865,85,6.433793664,60,59%,0.529411765,857.3,766.35,701.1,534.5,502.5,478.95,452.725,426.9,372.5,342.5,298.4,224.7,219.425,216.85,213.1,211.1,205.8,205.8,205.8
7:15:00,406.1647059,27.68004555,85,6.835745585,60,53%,0.494117647,836.175,756.35,685.425,527.1,480.225,447.95,432.775,384.1,346.375,310.25,252.225,234.5,218.85,215.7,212.025,205.8,205.8,205.8,205.8
7:20:00,398.6988235,28.24700475,85,6.630602782,60,52%,0.458823529,884.75,791.45,629.375,520.8,503.75,437.9,379.15,352.1,316.15,292.05,236.525,224.9,215.9,211.95,209.95,205.8,205.8,205.8,205.8
7:25:00,394.3376471,28.58906889,85,6.47180841,60,46%,0.411764706,920.65,751,693.85,533,455.675,415.6,371.9,323.3,257.125,236.05,229.4,223.6,220.2,218.05,213.9,210.5,205.8,205.8,205.8
7:30:00,403.0988235,27.91009172,85,5.700681025,60,41%,0.388235294,958.8,858.45,725.525,531.1,441.175,413.5,358.325,287.2,239.575,231.55,224.525,220.6,218.475,216.75,215.8,211.5,205.8,205.8,205.8
7:35:00,407.3411765,27.59277359,85,5.503527903,60,42%,0.4,1020.825,941.2,641.65,560.2,438.825,397.4,372.225,295.8,238.075,230.6,225.975,222.2,216.625,216.15,213.65,209.9,205.8,205.8,205.8
7:40:00,406.6905882,27.64096685,85,5.546816076,60,41%,0.388235294,976.025,828.4,752.725,539.5,493.85,424.2,356.725,297,233.85,229.2,222.925,216.8,214.2,211.6,210.05,205.8,205.8,205.8,205.8
7:45:00,402.9470588,27.92157864,85,5.686826843,60,40%,0.364705882,895.775,866.9,757.85,558.3,449.6,417.75,337.975,258.1,245.05,231.8,225.3,222.8,220.65,216.15,215.025,211.2,205.8,205.8,205.8
7:50:00,391.2458824,28.83662999,85,6.150905072,60,40%,0.352941176,910.925,746,686,590.5,505.4,407.2,345.5,250,232.65,224.45,221.95,220.3,215.075,211.85,210.575,205.8,205.8,205.8,205.8
7:55:00,378.6305882,29.89281542,85,6.167115903,60,40%,0.376470588,805.025,757.55,682.025,596.9,448.675,401.4,379.225,245.3,225.525,219.75,213.375,210.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
8:00:00,370.6717647,30.59989301,85,6.257444998,60,42%,0.364705882,851.325,721.9,659.5,572.3,409.95,351.55,322.825,290.1,217.625,213.35,211.575,211.2,206.975,205.8,205.8,205.8,205.8,205.8,205.8
8:05:00,343.6047059,33.27680479,85,6.592393392,60,36%,0.317647059,768.3,651.4,554.175,484.2,411.75,325.45,299.6,222.5,217.925,216.5,213.75,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
8:10:00,334.2388235,34.31555916,85,7.034228325,60,31%,0.294117647,769.95,657.6,546.45,444,359.025,262.4,230,225.2,218.575,217.8,214.375,210.6,206.8,205.8,205.8,205.8,205.8,205.8,205.8
8:15:00,325.0364706,35.40133732,85,7.585089141,60,34%,0.294117647,759.4,672.85,472.275,396.3,358.725,296,230.35,222,218.85,217.4,213.875,211.2,210.025,205.8,205.8,205.8,205.8,205.8,205.8
8:20:00,310.3423529,37.28511722,85,8.626005362,60,28%,0.235294118,734.15,572.75,473.35,360.9,302.3,239.25,226.95,221.8,220,218.35,215.875,215,212.225,210.45,205.8,205.8,205.8,205.8,205.8
8:25:00,298.1576471,39.00625769,85,9.682151589,60,26%,0.2,670.325,547.85,492.175,313.9,264.55,224.35,219.725,216.4,214.875,212.8,211.35,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
8:30:00,299.6423529,38.78808293,85,10.05763407,60,24%,0.223529412,699.525,518.35,465.225,345.7,236.8,225.25,222.75,220,217.85,215.8,213.775,210.6,209.425,205.8,205.8,205.8,205.8,205.8,205.8
8:35:00,289.7529412,40.28910782,85,11.26970228,60,24%,0.2,674.4,503.05,405.2,300.2,237.6,224.65,219.075,217.2,215.725,215,214.3,211.1,210.45,209.4,205.8,205.8,205.8,205.8,205.8
8:40:00,286.2552941,40.8481799,85,10.86993243,60,22%,0.188235294,668.675,476.45,342.025,287.3,232.5,227.65,225.675,223.5,222.3,221.25,219.975,218.2,216.35,215.95,210.675,205.8,205.8,205.8,205.8
8:45:00,285.2047059,41.01915127,85,11.20958084,60,22%,0.188235294,674.875,451.15,370.175,282,228.975,226,223.9,222.4,219.125,218.3,217.575,216.4,214.4,212.05,210.2,209.6,205.8,205.8,205.8
8:50:00,293.0270588,39.77945755,85,7.834423984,60,22%,0.2,722.8,449.5,370.575,305.7,231.075,228.8,226.125,223.1,221.875,220.9,219.325,218.3,216.1,215,214.05,210.5,205.8,205.8,205.8
8:55:00,296.8717647,39.19720877,85,9.425119004,60,24%,0.188235294,775.825,499.5,415.1,286.7,232.325,225,223.35,220.4,219.925,218.9,216.85,215.9,214.6,212.55,210.875,210.1,205.8,205.8,205.8
9:00:00,297.6023529,39.08848909,85,8.152019002,60,21%,0.164705882,738.625,522.75,356.35,286.7,230.95,225.6,221.95,219.6,217.45,213.5,211.5,210.9,205.8,205.8,205.8,205.8,205.8,205.8,205.8
9:05:00,293.9729412,39.63461303,85,7.692767484,60,19%,0.164705882,755.4,458,369.05,235,226.625,224.45,221.2,218.9,216.475,213.7,213.1,211.8,210.975,209.55,205.8,205.8,205.8,205.8,205.8
9:10:00,298.0011765,39.02939379,85,7.150496562,60,16%,0.152941176,785.3,519.45,332.825,232.1,227.4,225.5,224.55,223,219.675,218.65,215.6,211.8,211.3,210.75,210.5,205.8,205.8,205.8,205.8
9:15:00,290.5529412,40.1633777,85,8.223642173,60,19%,0.152941176,715.025,478.05,350.075,228.4,225.825,224.4,220.475,218.5,216.675,215.25,212.25,211.4,210.625,210,205.8,205.8,205.8,205.8,205.8
9:20:00,287.0529412,40.71932069,85,7.506014435,60,16%,0.152941176,637.95,473.85,311.425,232,227.85,225.65,223.55,221.8,220.325,219,218.175,217,215.25,213.05,211.275,210.1,205.8,205.8,205.8
9:25:00,288.8952941,40.42477516,85,8.275196914,60,19%,0.152941176,605.225,502.95,324.15,230.5,227.975,225.95,225.05,224.3,221.1,219.3,217.675,214,211.425,210.7,205.8,205.8,205.8,205.8,205.8
9:30:00,282.8705882,41.40417278,85,7.445223805,60,16%,0.117647059,609.55,428.7,309.225,231,227.725,224.9,223.6,222.4,220.1,219.35,217.75,213,211.275,208.2,205.8,205.8,205.8,205.8,205.8
9:35:00,276.9894118,42.40712116,85,8.591455274,60,15%,0.129411765,635.9,393.95,262.25,228.3,225.45,222.65,221.525,219.8,216.5,212.8,211.775,210.9,206.575,205.8,205.8,205.8,205.8,205.8,205.8
9:40:00,277.3635294,42.34187596,85,7.241015543,60,13%,0.117647059,564.95,363.2,232.75,229,228.05,227.2,225.025,222.9,222.025,220.15,217.3,216,213.7,211.75,208.8,205.8,205.8,205.8,205.8
9:45:00,270.8564706,43.50609968,85,7.833231893,60,12%,0.117647059,542.2,356.55,239.425,228.7,224.925,224.3,222.775,221,219.025,217.3,217.025,213.7,211.875,210.45,205.8,205.8,205.8,205.8,205.8
9:50:00,264.2458824,44.75628903,85,9.894291755,60,12%,0.117647059,531.575,373.35,232.3,228.1,225.9,224.2,222.5,218.9,217,213.35,211.35,210.5,205.8,205.8,205.8,205.8,205.8,205.8,205.8
9:55:00,249.4564706,47.83131477,85,10.48472505,60,11%,0.094117647,465.15,277.9,231.725,226.3,219.025,216.65,213.95,212.7,211.85,208.5,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
10:00:00,244.5694118,48.94247654,85,10.64956558,60,8%,0.082352941,381.925,231.8,227.3,223,219.275,214.65,213.525,212.1,211.2,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
10:05:00,236.84,50.80931702,85,13.31781141,60,8%,0.058823529,305.75,231.15,227.25,225.8,223.4,220.4,218.95,217.2,212,211.3,210.625,205.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
10:10:00,232.3905882,51.94999466,85,16.43415802,60,7%,0.047058824,269.075,232.65,228.1,225.8,224.075,222.3,219.2,218.5,212.925,212.55,211.375,210.8,205.8,205.8,205.8,205.8,205.8,205.8,205.8
10:15:00,230.9447059,52.33177662,85,17.75478531,60,6%,0.047058824,263.05,231.95,228.75,226.8,224.5,223.9,222.25,221.3,220.425,219.15,218.175,217,212.025,211.3,210.5,205.8,205.8,205.8,205.8
10:20:00,230.5517647,52.43650351,85,18.6589344,60,7%,0.047058824,282.475,230.45,229.1,227.8,226.1,224.05,223.55,222.8,219.75,217.9,216.275,212,211.425,210.2,205.8,205.8,205.8,205.8,205.8
10:25:00,227.8376471,53.17147857,85,21.8877551,60,5%,0.023529412,240.325,232.45,229.575,228,227.325,226.55,225.85,224,223.125,221.8,220.875,217,216.25,214.45,211.45,210.6,205.8,205.8,205.8
10:30:00,229.7752941,52.64468626,85,20.625,60,4%,0.035294118,256.525,233.7,232.7,231,229.5,227.95,227.675,226.5,226.125,225.2,223.35,222.1,219.45,217.15,214.45,211.9,206.75,205.8,205.8
10:35:00,227.2682353,53.328296,85,22.65346535,60,6%,0.023529412,254.15,230.5,228.725,228,227.1,226.75,226.325,225,223.525,222.55,221.975,218.9,215.525,213.2,211.65,211.1,205.8,205.8,205.8
10:40:00,225.5023529,53.82056123,85,28.67966574,60,5%,0.023529412,244.15,234,230.375,229,227.525,226.85,226.375,225.5,223.65,222.35,220.125,219,217.675,215.95,212.05,211.4,205.8,205.8,205.8
